RAID00001067,hsa-miR-4420,miRNA,MIMAT0018933,Homo sapiens,MALAT1,lncRNA,378938,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00001471,hsa-miR-29b-1-5p,miRNA,MIMAT0004514,Homo sapiens,MALAT1,lncRNA,378938,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00001721,hsa-miR-6124,miRNA,MIMAT0024597,Homo sapiens,MIR22HG,lncRNA,84981,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00003281,hsa-miR-877-3p,miRNA,MIMAT0004950,Homo sapiens,SNHG1,lncRNA,23642,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00005309,hsa-miR-661,miRNA,MIMAT0003324,Homo sapiens,WT1-AS,lncRNA,51352,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00006731,hsa-miR-3662,miRNA,MIMAT0018083,Homo sapiens,OIP5-AS1,lncRNA,729082,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00006828,hsa-miR-4639-5p,miRNA,MIMAT0019697,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00008245,hsa-miR-503-5p,miRNA,MIMAT0002874,Homo sapiens,ST20-AS1,lncRNA,283687,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00008594,hsa-miR-4271,miRNA,MIMAT0016901,Homo sapiens,WT1-AS,lncRNA,51352,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00010298,hsa-miR-34b-3p,miRNA,MIMAT0004676,Homo sapiens,MALAT1,lncRNA,378938,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00011136,hsa-miR-152-3p,miRNA,MIMAT0000438,Homo sapiens,FAM201A,lncRNA,158228,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00012201,hsa-miR-1303,miRNA,MIMAT0005891,Homo sapiens,SNHG1,lncRNA,23642,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00013173,hsa-miR-203b-3p,miRNA,MIMAT0019814,Homo sapiens,MALAT1,lncRNA,378938,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00014924,hsa-miR-4668-5p,miRNA,MIMAT0019745,Homo sapiens,OIP5-AS1,lncRNA,729082,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00017384,hsa-miR-509-3p,miRNA,MIMAT0002881,Homo sapiens,CTBP1-AS2,lncRNA,92070,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID00017485,hsa-miR-5585-3p,miRNA,MIMAT0022286,Homo sapiens,OIP5-AS1,lncRNA,729082,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00017499,hsa-miR-451b,miRNA,MIMAT0019840,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00017921,hsa-miR-4699-3p,miRNA,MIMAT0019795,Homo sapiens,LOH12CR2,lncRNA,503693,Homo sapiens,PAR-CLIP,miRTarBase,22291592//22100165,0.5483
RAID00017932,hsa-miR-3619-5p,miRNA,MIMAT0017999,Homo sapiens,MIR155HG,lncRNA,114614,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00018510,hsa-miR-376c-3p,miRNA,MIMAT0000720,Homo sapiens,LINC00152,lncRNA,112597,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00022622,hsa-miR-1255a,miRNA,MIMAT0005906,Homo sapiens,OIP5-AS1,lncRNA,729082,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00023442,hsa-miR-6129,miRNA,MIMAT0024613,Homo sapiens,LINC00598,lncRNA,646982,Homo sapiens,PAR-CLIP,miRTarBase,23592263,0.5483
RAID00026204,hsa-miR-4763-5p,miRNA,MIMAT0019912,Homo sapiens,HOXA10-AS,lncRNA,100874323,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00026729,hsa-miR-324-3p,miRNA,MIMAT0000762,Homo sapiens,HNRNPU,lncRNA,3192,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00028937,hsa-miR-765,miRNA,MIMAT0003945,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00034428,hsa-miR-422a,miRNA,MIMAT0001339,Homo sapiens,JPX,lncRNA,554203,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00034547,hsa-miR-24-3p,miRNA,MIMAT0000080,Homo sapiens,A1BG-AS1,lncRNA,503538,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00034555,hsa-miR-4651,miRNA,MIMAT0019715,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00034802,hsa-miR-3613-3p,miRNA,MIMAT0017991,Homo sapiens,MALAT1,lncRNA,378938,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00035091,hsa-miR-520c-3p,miRNA,MIMAT0002846,Homo sapiens,MORC2-AS1,lncRNA,150291,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00040598,hsa-miR-144-3p,miRNA,MIMAT0000436,Homo sapiens,HCG11,lncRNA,493812,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00042654,hsa-miR-323a-3p,miRNA,MIMAT0000755,Homo sapiens,HCP5,lncRNA,10866,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID00043708,hsa-miR-324-3p,miRNA,MIMAT0000762,Homo sapiens,HCP5,lncRNA,10866,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID00043815,hsa-miR-6510-5p,miRNA,MIMAT0025476,Homo sapiens,BCYRN1,lncRNA,618,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00043819,hsa-miR-524-5p,miRNA,MIMAT0002849,Homo sapiens,GAS5,lncRNA,60674,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00044776,hsa-miR-4701-3p,miRNA,MIMAT0019799,Homo sapiens,BCYRN1,lncRNA,618,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00045669,hsa-miR-488-3p,miRNA,MIMAT0004763,Homo sapiens,SNHG4,lncRNA,724102,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00046509,hsa-miR-4653-3p,miRNA,MIMAT0019719,Homo sapiens,MALAT1,lncRNA,378938,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00049227,hsa-miR-3144-5p,miRNA,MIMAT0015014,Homo sapiens,OIP5-AS1,lncRNA,729082,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00049475,hsa-miR-216b-5p,miRNA,MIMAT0004959,Homo sapiens,H19,lncRNA,283120,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00050257,hsa-miR-548aq-3p,miRNA,MIMAT0022264,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00051583,hsa-miR-635,miRNA,MIMAT0003305,Homo sapiens,BCYRN1,lncRNA,618,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00051938,hsa-miR-26a-5p,miRNA,MIMAT0000082,Homo sapiens,MCM3AP-AS1,lncRNA,114044,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00053240,hsa-miR-619-3p,miRNA,MIMAT0003288,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00053321,hsa-miR-125a-3p,miRNA,MIMAT0004602,Homo sapiens,CDKN2B-AS1,lncRNA,100048912,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00053516,hsa-miR-340-5p,miRNA,MIMAT0004692,Homo sapiens,LINC00346,lncRNA,283487,Homo sapiens,PAR-CLIP,miRTarBase,20371350,0.5483
RAID00053558,hsa-miR-20b-5p,miRNA,MIMAT0001413,Homo sapiens,LINC00598,lncRNA,646982,Homo sapiens,CLIP-seq,miRTarBase,23313552,0.5483
RAID00054687,hsa-miR-4668-5p,miRNA,MIMAT0019745,Homo sapiens,BCYRN1,lncRNA,618,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00055228,hsa-miR-146a-5p,miRNA,MIMAT0000449,Homo sapiens,RPS10P7,lncRNA,376693,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00058896,hsa-miR-3154,miRNA,MIMAT0015028,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00060747,hsa-miR-200c-3p,miRNA,MIMAT0000617,Homo sapiens,SUZ12P1,lncRNA,440423,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00063604,hsa-miR-1277-5p,miRNA,MIMAT0022724,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00068903,hsa-miR-3127-3p,miRNA,MIMAT0019201,Homo sapiens,BCYRN1,lncRNA,618,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00070116,hsa-miR-518c-5p,miRNA,MIMAT0002847,Homo sapiens,TP73-AS1,lncRNA,57212,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID00070880,hsa-miR-4496,miRNA,MIMAT0019031,Homo sapiens,WT1-AS,lncRNA,51352,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00071595,hsa-miR-9-5p,miRNA,MIMAT0000441,Homo sapiens,ST7-OT3,lncRNA,93655,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00072269,hsa-miR-106a-5p,miRNA,MIMAT0000103,Homo sapiens,DSCR9,lncRNA,257203,Homo sapiens,CLIP//Prediction,NPInter//miRanda,25531890,0.6308
RAID00072282,hsa-miR-190a-5p,miRNA,MIMAT0000458,Homo sapiens,MIR155HG,lncRNA,114614,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00073215,hsa-let-7d-5p,miRNA,MIMAT0000065,Homo sapiens,KRASP1,lncRNA,3844,Homo sapiens,Reporter Assay//RT-PCR,RAID,20577206,0.8808
RAID00076391,kshv-miR-K12-10a-3p,miRNA,MIMAT0002179,Human herpesvirus 8,LRRC75A-AS1,lncRNA,125144,Homo sapiens,PAR-CLIP,ViRBase,22100165,0.5483
RAID00076502,hsa-miR-5008-3p,miRNA,MIMAT0021040,Homo sapiens,MIR22HG,lncRNA,84981,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00076932,hsa-miR-330-5p,miRNA,MIMAT0004693,Homo sapiens,ST7-OT3,lncRNA,93655,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00077171,mmu-miR-374b-5p,miRNA,MIMAT0003727,Mus musculus,AI504432,lncRNA,229694,Mus musculus,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00082738,hsa-miR-193a-3p,miRNA,MIMAT0000459,Homo sapiens,JPX,lncRNA,554203,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00085622,hsa-miR-5095,miRNA,MIMAT0020600,Homo sapiens,OIP5-AS1,lncRNA,729082,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00086230,hsa-miR-524-5p,miRNA,MIMAT0002849,Homo sapiens,MIR22HG,lncRNA,84981,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00087978,hsa-miR-125a-5p,miRNA,MIMAT0000443,Homo sapiens,INE1,lncRNA,8552,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00091272,hsa-miR-4723-5p,miRNA,MIMAT0019838,Homo sapiens,BDNF-AS,lncRNA,497258,Homo sapiens,PAR-CLIP,miRTarBase,23592263,0.5483
RAID00092703,hsa-miR-371a-5p,miRNA,MIMAT0004687,Homo sapiens,PWARSN,lncRNA,347746,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00092921,hsa-miR-548l,miRNA,MIMAT0005889,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00093987,hsa-miR-10a-5p,miRNA,MIMAT0000253,Homo sapiens,RPL13AP17,lncRNA,399670,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00096296,hsa-miR-562,miRNA,MIMAT0003226,Homo sapiens,LINC00346,lncRNA,283487,Homo sapiens,PAR-CLIP,miRTarBase,23592263//20371350,0.5483
RAID00101226,hsa-miR-204-3p,miRNA,MIMAT0022693,Homo sapiens,OIP5-AS1,lncRNA,729082,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00105296,hsa-miR-106a-5p,miRNA,MIMAT0000103,Homo sapiens,MINOS1P1,lncRNA,100462953,Homo sapiens,CLIP,NPInter,25531890,0.5483
RAID00105897,hsa-miR-143-5p,miRNA,MIMAT0004599,Homo sapiens,BCYRN1,lncRNA,618,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00105971,hsa-miR-5584-5p,miRNA,MIMAT0022283,Homo sapiens,WT1-AS,lncRNA,51352,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00106145,hsa-miR-424-5p,miRNA,MIMAT0001341,Homo sapiens,SNHG1,lncRNA,23642,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00106678,hsa-miR-96-3p,miRNA,MIMAT0004510,Homo sapiens,LINC00598,lncRNA,646982,Homo sapiens,PAR-CLIP,miRTarBase,20371350//21572407,0.5483
RAID00108865,hsa-miR-370-3p,miRNA,MIMAT0000722,Homo sapiens,FAM201A,lncRNA,158228,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00109580,hsa-miR-492,miRNA,MIMAT0002812,Homo sapiens,CROCCP2,lncRNA,84809,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID00109662,mmu-miR-9-5p,miRNA,MIMAT0000142,Mus musculus,AI504432,lncRNA,229694,Mus musculus,NGS (Next Generation Sequencing)//Prediction,miRTarBase//miRanda,19536157,0.6308
RAID00112891,hsa-miR-106a-5p,miRNA,MIMAT0000103,Homo sapiens,LINC00174,lncRNA,285908,Homo sapiens,CLIP,NPInter,25531890,0.5483
RAID00113380,hsa-miR-335-5p,miRNA,MIMAT0000765,Homo sapiens,BVES-AS1,lncRNA,154442,Homo sapiens,Microarray,miRTarBase,18185580,0.5483
RAID00118046,hsa-miR-762,miRNA,MIMAT0010313,Homo sapiens,MIR137HG,lncRNA,400765,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00119003,hsa-miR-107,miRNA,MIMAT0000104,Homo sapiens,CRHR1-IT1,lncRNA,147081,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00121453,hsa-miR-3667-5p,miRNA,MIMAT0018089,Homo sapiens,OIP5-AS1,lncRNA,729082,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00122030,hsa-miR-125b-2-3p,miRNA,MIMAT0004603,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00125783,hsa-miR-29b-1-5p,miRNA,MIMAT0004514,Homo sapiens,HNRNPU,lncRNA,3192,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00126011,hsa-miR-93-5p,miRNA,MIMAT0000093,Homo sapiens,SNHG20,lncRNA,654434,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00126250,hsa-miR-1285-5p,miRNA,MIMAT0022719,Homo sapiens,BCYRN1,lncRNA,618,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00129901,hsa-miR-139-5p,miRNA,MIMAT0000250,Homo sapiens,SNHG3,lncRNA,8420,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00130089,hsa-miR-130b-5p,miRNA,MIMAT0004680,Homo sapiens,LINC00598,lncRNA,646982,Homo sapiens,CLIP-seq,miRTarBase,23824327,0.5483
RAID00134737,hsa-miR-23b-3p,miRNA,MIMAT0000418,Homo sapiens,TOP1P2,lncRNA,7152,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00135906,hsa-miR-665,miRNA,MIMAT0004952,Homo sapiens,BCYRN1,lncRNA,618,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00136060,hsa-miR-106a-5p,miRNA,MIMAT0000103,Homo sapiens,THRB-IT1,lncRNA,100874274,Homo sapiens,CLIP,NPInter,25531890,0.5483
RAID00136114,hsa-miR-145-5p,miRNA,MIMAT0000437,Homo sapiens,TUG1,lncRNA,55000,Homo sapiens,RIP (RNA Immunoprecipitation)//Reporter Assay//RT-PCR//CLIP-seq//Prediction,RAID//starBase//miRanda,26318860,0.9825
