BCYRN1,lncRNA,618,Homo sapiens
E2F3P1,lncRNA,1872,Homo sapiens
FOXO3B,lncRNA,2310,Homo sapiens
GJA1,lncRNA,2697,Homo sapiens
HNRNPU,lncRNA,3192,Homo sapiens
IPW,lncRNA,3653,Homo sapiens
KRASP1,lncRNA,3844,Homo sapiens
PDK3,lncRNA,5165,Homo sapiens
POU5F1B,lncRNA,5462,Homo sapiens
PVT1,lncRNA,5820,Homo sapiens
TOP1P2,lncRNA,7152,Homo sapiens
XIST,lncRNA,7503,Homo sapiens
UBXN8,lncRNA,7993,Homo sapiens
SNHG3,lncRNA,8420,Homo sapiens
INE1,lncRNA,8552,Homo sapiens
JRK,lncRNA,8629,Homo sapiens
DLEU2,lncRNA,8847,Homo sapiens
SEC22B,lncRNA,9554,Homo sapiens
SMAD5-AS1,lncRNA,9597,Homo sapiens
KIAA0125,lncRNA,9834,Homo sapiens
ZNF518A,lncRNA,9849,Homo sapiens
CASP8AP2,lncRNA,9994,Homo sapiens
DLEU1,lncRNA,10301,Homo sapiens
RFPL1S,lncRNA,10740,Homo sapiens
HCP5,lncRNA,10866,Homo sapiens
KCNQ1OT1,lncRNA,10984,Homo sapiens
PTENP1,lncRNA,11191,Homo sapiens
Gas5,lncRNA,14455,Mus musculus
Gt(ROSA)26Sor,lncRNA,14910,Mus musculus
CABIN1,lncRNA,23523,Homo sapiens
SNHG1,lncRNA,23642,Homo sapiens
DGCR11,lncRNA,25786,Homo sapiens
PART1,lncRNA,25859,Homo sapiens
DGCR5,lncRNA,26220,Homo sapiens
SND1-IT1,lncRNA,27099,Homo sapiens
LINC00339,lncRNA,29092,Homo sapiens
IGF2-AS,lncRNA,51214,Homo sapiens
MAPKAPK5-AS1,lncRNA,51275,Homo sapiens
WT1-AS,lncRNA,51352,Homo sapiens
TUG1,lncRNA,55000,Homo sapiens
LINC00483,lncRNA,55018,Homo sapiens
MEG3,lncRNA,55384,Homo sapiens
DHRS4-AS1,lncRNA,55449,Homo sapiens
IDI2-AS1,lncRNA,55853,Homo sapiens
KIZ,lncRNA,55857,Homo sapiens
LINC00470,lncRNA,56651,Homo sapiens
TP73-AS1,lncRNA,57212,Homo sapiens
LINC00869,lncRNA,57234,Homo sapiens
DANCR,lncRNA,57291,Homo sapiens
GAS5,lncRNA,60674,Homo sapiens
DIO3OS,lncRNA,64150,Homo sapiens
TTTY15,lncRNA,64595,Homo sapiens
C11orf95,lncRNA,65998,Homo sapiens
Neat1,lncRNA,66961,Mus musculus
Tmem134,lncRNA,66990,Mus musculus
Rnf149,lncRNA,67702,Mus musculus
Rab10os,lncRNA,74173,Mus musculus
Mir99ahg,lncRNA,77994,Mus musculus
RHPN1-AS1,lncRNA,78998,Homo sapiens
LINC00341,lncRNA,79686,Homo sapiens
LINC00472,lncRNA,79940,Homo sapiens
AGPAT4-IT1,lncRNA,79992,Homo sapiens
HEXA-AS1,lncRNA,80072,Homo sapiens
FER1L4,lncRNA,80307,Homo sapiens
ZNRD1-AS1,lncRNA,80862,Homo sapiens
MIR600HG,lncRNA,81571,Homo sapiens
FAM167A-AS1,lncRNA,83656,Homo sapiens
TTTY9A,lncRNA,83864,Homo sapiens
LINC01547,lncRNA,84536,Homo sapiens
LINC00852,lncRNA,84657,Homo sapiens
LINC00467,lncRNA,84791,Homo sapiens
CROCCP2,lncRNA,84809,Homo sapiens
MGC12916,lncRNA,84815,Homo sapiens
SNHG7,lncRNA,84973,Homo sapiens
MIR22HG,lncRNA,84981,Homo sapiens
URB1-AS1,lncRNA,84996,Homo sapiens
ARRDC1-AS1,lncRNA,85026,Homo sapiens
SNHG12,lncRNA,85028,Homo sapiens
LOC90246,lncRNA,90246,Homo sapiens
OLMALINC,lncRNA,90271,Homo sapiens
LINC00473,lncRNA,90632,Homo sapiens
CTBP1-AS2,lncRNA,92070,Homo sapiens
LOC93622,lncRNA,93622,Homo sapiens
ST7-AS1,lncRNA,93653,Homo sapiens
ST7-OT3,lncRNA,93655,Homo sapiens
SERHL,lncRNA,94009,Homo sapiens
6330403K07Rik,lncRNA,103712,Mus musculus
LINC00152,lncRNA,112597,Homo sapiens
LINC00313,lncRNA,114038,Homo sapiens
LINC00334,lncRNA,114042,Homo sapiens
MCM3AP-AS1,lncRNA,114044,Homo sapiens
MIR155HG,lncRNA,114614,Homo sapiens
CSPG4P5,lncRNA,114817,Homo sapiens
EPB41L4A-AS1,lncRNA,114915,Homo sapiens
LRRC75A-AS1,lncRNA,125144,Homo sapiens
SNHG11,lncRNA,128439,Homo sapiens
LINC00266-1,lncRNA,140849,Homo sapiens
CRHR1-IT1,lncRNA,147081,Homo sapiens
LINC00337,lncRNA,148645,Homo sapiens
GNAS-AS1,lncRNA,149775,Homo sapiens
LINC00342,lncRNA,150759,Homo sapiens
LOC152225,lncRNA,152225,Homo sapiens
CIDECP,lncRNA,152302,Homo sapiens
LINC01600,lncRNA,154386,Homo sapiens
BVES-AS1,lncRNA,154442,Homo sapiens
MGC27345,lncRNA,157247,Homo sapiens
FAM201A,lncRNA,158228,Homo sapiens
NKAPP1,lncRNA,158801,Homo sapiens
ZNF883,lncRNA,169834,Homo sapiens
LINC01599,lncRNA,196913,Homo sapiens
TMEM51-AS1,lncRNA,200197,Homo sapiens
LINC00116,lncRNA,205251,Homo sapiens
LINC00305,lncRNA,221241,Homo sapiens
LINC00518,lncRNA,221718,Homo sapiens
HOXA11-AS,lncRNA,221883,Homo sapiens
AI504432,lncRNA,229694,Mus musculus
LINC00612,lncRNA,253128,Homo sapiens
CASC2,lncRNA,255082,Homo sapiens
ZNF718,lncRNA,255403,Homo sapiens
LINC00521,lncRNA,256369,Homo sapiens
TINCR,lncRNA,257000,Homo sapiens
DSCR9,lncRNA,257203,Homo sapiens
LINC00094,lncRNA,266655,Homo sapiens
H19,lncRNA,283120,Homo sapiens
NEAT1,lncRNA,283131,Homo sapiens
KIRREL3-AS3,lncRNA,283165,Homo sapiens
LINC01465,lncRNA,283416,Homo sapiens
LINC00346,lncRNA,283487,Homo sapiens
SNHG10,lncRNA,283596,Homo sapiens
ST20-AS1,lncRNA,283687,Homo sapiens
LINC00304,lncRNA,283860,Homo sapiens
LINC00514,lncRNA,283875,Homo sapiens
FBXL19-AS1,lncRNA,283932,Homo sapiens
PDXDC2P,lncRNA,283970,Homo sapiens
