RAID00005309,hsa-miR-661,miRNA,MIMAT0003324,Homo sapiens,WT1-AS,lncRNA,51352,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00008245,hsa-miR-503-5p,miRNA,MIMAT0002874,Homo sapiens,ST20-AS1,lncRNA,283687,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00011136,hsa-miR-152-3p,miRNA,MIMAT0000438,Homo sapiens,FAM201A,lncRNA,158228,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00017932,hsa-miR-3619-5p,miRNA,MIMAT0017999,Homo sapiens,MIR155HG,lncRNA,114614,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00022622,hsa-miR-1255a,miRNA,MIMAT0005906,Homo sapiens,OIP5-AS1,lncRNA,729082,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00026729,hsa-miR-324-3p,miRNA,MIMAT0000762,Homo sapiens,HNRNPU,lncRNA,3192,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00028937,hsa-miR-765,miRNA,MIMAT0003945,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00034547,hsa-miR-24-3p,miRNA,MIMAT0000080,Homo sapiens,A1BG-AS1,lncRNA,503538,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00034555,hsa-miR-4651,miRNA,MIMAT0019715,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00040598,hsa-miR-144-3p,miRNA,MIMAT0000436,Homo sapiens,HCG11,lncRNA,493812,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00043708,hsa-miR-324-3p,miRNA,MIMAT0000762,Homo sapiens,HCP5,lncRNA,10866,Homo sapiens,CLIP-seq,starBase,None,0.5483
RAID00051938,hsa-miR-26a-5p,miRNA,MIMAT0000082,Homo sapiens,MCM3AP-AS1,lncRNA,114044,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00053321,hsa-miR-125a-3p,miRNA,MIMAT0004602,Homo sapiens,CDKN2B-AS1,lncRNA,100048912,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00053558,hsa-miR-20b-5p,miRNA,MIMAT0001413,Homo sapiens,LINC00598,lncRNA,646982,Homo sapiens,CLIP-seq,miRTarBase,23313552,0.5483
RAID00055228,hsa-miR-146a-5p,miRNA,MIMAT0000449,Homo sapiens,RPS10P7,lncRNA,376693,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00060747,hsa-miR-200c-3p,miRNA,MIMAT0000617,Homo sapiens,SUZ12P1,lncRNA,440423,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00071595,hsa-miR-9-5p,miRNA,MIMAT0000441,Homo sapiens,ST7-OT3,lncRNA,93655,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00072269,hsa-miR-106a-5p,miRNA,MIMAT0000103,Homo sapiens,DSCR9,lncRNA,257203,Homo sapiens,CLIP//Prediction,NPInter//miRanda,25531890,0.6308
RAID00072282,hsa-miR-190a-5p,miRNA,MIMAT0000458,Homo sapiens,MIR155HG,lncRNA,114614,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00073215,hsa-let-7d-5p,miRNA,MIMAT0000065,Homo sapiens,KRASP1,lncRNA,3844,Homo sapiens,Reporter Assay//RT-PCR,RAID,20577206,0.8808
RAID00082738,hsa-miR-193a-3p,miRNA,MIMAT0000459,Homo sapiens,JPX,lncRNA,554203,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00087978,hsa-miR-125a-5p,miRNA,MIMAT0000443,Homo sapiens,INE1,lncRNA,8552,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00092921,hsa-miR-548l,miRNA,MIMAT0005889,Homo sapiens,XIST,lncRNA,7503,Homo sapiens,CLIP,NPInter,23846593,0.5483
RAID00093987,hsa-miR-10a-5p,miRNA,MIMAT0000253,Homo sapiens,RPL13AP17,lncRNA,399670,Homo sapiens,CLIP-seq//Prediction,starBase//miRanda,None,0.6308
RAID00105296,hsa-miR-106a-5p,miRNA,MIMAT0000103,Homo sapiens,MINOS1P1,lncRNA,100462953,Homo sapiens,CLIP,NPInter,25531890,0.5483
RAID00106145,hsa-miR-424-5p,miRNA,MIMAT0001341,Homo sapiens,SNHG1,lncRNA,23642,Homo sapiens,CLIP,NPInter,23846593,0.5483
